sep=;
"Cluster";"category";"ID";"Description";"GeneRatio";"BgRatio";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"NM";"NM";"GO:0007369";"gastrulation";"14/548";"176/23328";7.52507314974594e-05;0.00128178011792327;0.00087250212258647;"Dusp4/Dusp5/Dvl1/Epha2/Ets2/Hnf1b/Hnf4a/Lrp5/Mbp/Pax2/Phldb2/Smad3/Tgfbr2/Ugdh";14
"NM";"NM";"GO:0009914";"hormone transport";"22/548";"372/23328";7.84333437080964e-05;0.00132613129472508;0.000902691774741074;"Ano1/Anxa5/Arrb1/Bad/Camk2n1/Efna5/Egfr/Gpr39/Hmga2/Hnf1b/Hnf4a/Il11/Irs2/Lif/Lrp5/Mcu/Midn/Ptprn/Rbp4/Runx1/Smpd3/Sri";22
"NM";"NM";"GO:0010976";"positive regulation of neuron projection development";"22/548";"372/23328";7.84333437080964e-05;0.00132613129472508;0.000902691774741074;"Ankrd1/Cd24a/Creb3l2/Dvl1/Efna5/Epha4/Flna/Foxo6/Igf1r/Itga3/Lif/Map1b/Nfe2l2/Ngf/Nrg1/Plxna1/Plxnb2/Ptprf/Ror1/Sh3glb1/Smurf1/Tox";22
"NM";"NM";"GO:0006809";"nitric oxide biosynthetic process";"9/548";"77/23328";7.96216359316235e-05;0.00133687015677284;0.000910001671188845;"Akt1/App/Clu/Cyp1b1/Dnm2/Ptgs2/Smad3/Smpd3/Tspo";9
"NM";"NM";"GO:0050870";"positive regulation of T cell activation";"15/548";"200/23328";8.23688540930638e-05;0.00136744235309572;0.000930812031570359;"Adam8/Bad/Cd24a/Cd81/Dusp10/Ephb4/Hes1/Il4ra/Lgals1/Nfkbiz/Runx1/Shb/Tgfbr2/Zbtb7b/Zmiz1";15
"NM";"NM";"GO:0042698";"ovulation cycle";"8/548";"61/23328";8.68603998365602e-05;0.00143003048515254;0.000973415499438761;"Arrb1/Axl/Egfr/Ereg/Igf1r/Ptprn/Runx1/Src";8
"NM";"NM";"GO:0051271";"negative regulation of cellular component movement";"20/548";"326/23328";0.000100085403146472;0.00161475815921527;0.00109915881958116;"Abhd2/Actn1/Akt1/Cnn2/Coro1b/Cyp1b1/Dusp10/Hnf4a/Jag1/Nfe2l2/Nisch/Nrg1/Pdgfb/Phldb2/Ptprm/Sema3e/Serpine1/Slc9a3r1/Thbs1/Tpm1";20
"NM";"NM";"GO:1902004";"positive regulation of amyloid-beta formation";"5/548";"21/23328";0.000104643933800476;0.00167065681071003;0.00113720878727603;"App/Casp3/Clu/Epha4/Ifngr1";5
"NM";"NM";"GO:0051881";"regulation of mitochondrial membrane potential";"9/548";"81/23328";0.000118519504906141;0.0018534347149486;0.00126162490762312;"Akt1/Arl6ip5/Bad/Bcl2l1/Clic1/Myc/Pmaip1/Src/Tspo";9
"NM";"NM";"GO:1903727";"positive regulation of phospholipid metabolic process";"7/548";"48/23328";0.000121386592501572;0.00187903164473717;0.00127904862582559;"App/Capn2/Cd81/Pdgfb/Prkcd/Sh3glb1/Src";7
"NM";"NM";"GO:0062197";"cellular response to chemical stress";"20/548";"332/23328";0.000128009536653649;0.00196167122724755;0.00133530102835684;"Agap3/Akt1/App/Arl6ip5/Axl/Bad/Bcar1/Casp3/Cyp1b1/Egfr/Gsr/Mgat3/Nfe2l2/Pax2/Prkcd/Ptgs2/Selenon/Smpd3/Src/Thbs1";20
"NM";"NM";"GO:0030193";"regulation of blood coagulation";"9/548";"82/23328";0.000130402583691584;0.00198506524410245;0.00135122523335605;"Anxa2/Anxa5/F2r/Nfe2l2/Pdgfb/Prkca/Prkcd/Serpine1/Thbs1";9
"NM";"NM";"GO:0010876";"lipid localization";"23/548";"413/23328";0.000133422461178517;0.00201375251914735;0.00137075253606414;"Abcc1/Abcc3/Acsl5/Akt1/Anxa2/Apob/Gramd1b/Irs2/Kcnn4/Ldlrap1/Osbpl5/Pctp/Pitpna/Plin2/Prkcd/Rbp4/Runx1/Slc9a3r1/Slco2a1/Spns2/Stard10/Thbs1/Tspo";23
"NM";"NM";"GO:0006470";"protein dephosphorylation";"16/548";"235/23328";0.000150278533286034;0.00220697512665579;0.0015022783202649;"Ctdsp1/Ctdsp2/Cttnbp2nl/Dusp10/Dusp4/Dusp5/Gnai2/Mprip/Ppp1r9b/Prkcd/Ptpn14/Ptprf/Ptprm/Ptprn/Ptprs/Tns2";16
"NM";"NM";"GO:0032103";"positive regulation of response to external stimulus";"23/548";"418/23328";0.000159092440877538;0.00228514596896827;0.00155548887087987;"Abcc1/Adam8/App/Cadm1/Cd24a/Cd81/Cdh13/Csf1/Egfr/Ereg/Ets1/Flna/Igf1r/Il17ra/Itga2/Mcu/Nfkbiz/Pdgfb/Prkca/Ptgs2/Serpine1/Smad3/Thbs1";23
"NM";"NM";"GO:0045927";"positive regulation of growth";"19/548";"312/23328";0.000163030775670438;0.00233439691913109;0.00158901377734049;"Akt1/Cd81/Csf1/Efna5/Egfr/Ezr/Hbegf/Hmga2/Igf1r/Map1b/Mmp14/Ncam1/Ngf/Nrg1/Serpine1/Sh3glb1/Sh3pxd2b/Smurf1/Zfpm2";19
"NM";"NM";"GO:0051961";"negative regulation of nervous system development";"21/548";"365/23328";0.000165762368370497;0.00236611580022934;0.00161060468103552;"Adcy6/App/Asap1/Cd24a/Ctdsp1/Dleu2/Dusp10/Epha4/Flna/Hes1/Hmga2/Jag1/Lgals1/Nrg1/Ptprs/Sema3e/Trim11/Tspo/Wnt7a/Wnt7b/Zhx2";21
"NM";"NM";"GO:0007517";"muscle organ development";"23/548";"420/23328";0.000170528188671122;0.00239681030825484;0.00163149829845829;"Ankrd1/Arid5b/Cav2/Dsp/Flnb/Hdac7/Lama5/Lif/Lmna/Mef2d/Myc/Ncam1/Nrg1/Rbp4/Rxra/Selenon/Smad3/Tgfbr2/Tpm1/Usp19/Vamp5/Zfhx3/Zfpm2";23
"NM";"NM";"GO:1903825";"organic acid transmembrane transport";"11/548";"125/23328";0.000180597449935898;0.00250756822910995;0.0017068907309731;"Abcc1/Acsl5/Akt1/Arl6ip5/Irs2/Myc/Prkcd/Rbp4/Slc6a6/Slc7a6/Thbs1";11
"NM";"NM";"GO:0050818";"regulation of coagulation";"9/548";"86/23328";0.000188367903429705;0.00256056551210907;0.00174296574981717;"Anxa2/Anxa5/F2r/Nfe2l2/Pdgfb/Prkca/Prkcd/Serpine1/Thbs1";9
"NM";"NM";"GO:0097581";"lamellipodium organization";"9/548";"86/23328";0.000188367903429705;0.00256056551210907;0.00174296574981717;"Cd44/Cdh13/Coro1b/Cttn/Dnm2/Epha2/Parvb/Pxn/Src";9
"NM";"NM";"GO:2001057";"reactive nitrogen species metabolic process";"9/548";"86/23328";0.000188367903429705;0.00256056551210907;0.00174296574981717;"Akt1/App/Clu/Cyp1b1/Dnm2/Ptgs2/Smad3/Smpd3/Tspo";9
"NM";"NM";"GO:0033627";"cell adhesion mediated by integrin";"8/548";"69/23328";0.000209326036106607;0.00277205750705339;0.00188692742617547;"Cd24a/Cyp1b1/Epha2/Itga2/Itgb4/Lif/Npnt/Serpine1";8
"NM";"NM";"GO:0048588";"developmental cell growth";"17/548";"267/23328";0.000210947634353629;0.00278328842876413;0.00189457226548465;"App/Camk2d/Cttn/Dnm2/Dvl1/Efna5/Jade2/Map1b/Ngf/Nrg1/Plxna1/Ptprs/Sema3e/Sh3glb1/Smurf1/Sorbs2/Tgfbr2";17
"NM";"NM";"GO:0048701";"embryonic cranial skeleton morphogenesis";"7/548";"53/23328";0.00022968373475577;0.00297291206963541;0.00202364824882945;"Chst11/Mmp14/Ndst1/Rdh10/Runx2/Smad3/Tgfbr2";7
"NM";"NM";"GO:0050435";"amyloid-beta metabolic process";"7/548";"53/23328";0.00022968373475577;0.00297291206963541;0.00202364824882945;"App/Bace1/Casp3/Clu/Epha4/Ifngr1/Mgat3";7
"NM";"NM";"GO:0090257";"regulation of muscle system process";"16/548";"244/23328";0.00023062258001876;0.00297665538491819;0.00202619630717742;"Cald1/Camk2d/Cttn/Dsp/F2r/Flna/Itga2/Lmna/Nfatc1/Npnt/Prkca/Ptgs2/Selenon/Smad3/Smtn/Sri";16
"NM";"NM";"GO:0098656";"anion transmembrane transport";"15/548";"221/23328";0.000247786009856735;0.00315376526989878;0.00214675423159505;"Abcc1/Abcc3/Acsl5/Akt1/Ank/Ano1/Arl6ip5/Irs2/Myc/Prkca/Prkcd/Rbp4/Slc6a6/Slc7a6/Thbs1";15
"NM";"NM";"GO:1901214";"regulation of neuron death";"21/548";"377/23328";0.000257096366337151;0.00320985163639462;0.00218493197607049;"Abcc1/Adam8/App/Arrb1/Axl/Bace1/Bad/Bcl2l1/Capn2/Casp3/Casp8/Clu/Csf1/F2r/Hdac7/Nes/Ngf/Pmaip1/Ptprf/Rras2/Unc5b";21
"NM";"NM";"GO:0050729";"positive regulation of inflammatory response";"12/548";"152/23328";0.000259113909410854;0.00322624981771884;0.00219609414640835;"Abcc1/Adam8/Cd24a/Cd81/Egfr/Ets1/Il17ra/Itga2/Nfkbiz/Prkca/Ptgs2/Serpine1";12
"NM";"NM";"GO:0042593";"glucose homeostasis";"17/548";"273/23328";0.000273784475862523;0.0033722593236615;0.00229548217877944;"Akt1/Ano1/Arrb1/Bad/Camk2n1/Efna5/Foxo6/Gpr39/Hnf4a/Igf1r/Lrp5/Mcu/Ncor2/Pax2/Ptprn/Rbp4/Sri";17
"NM";"NM";"GO:1903522";"regulation of blood circulation";"16/548";"248/23328";0.000276893507434282;0.00340141032456804;0.00231532513765423;"Akt1/App/Dsp/Dusp5/Egfr/F2r/Flna/Gpd1l/Hbegf/Pdgfb/Prkca/Ptgs2/S100a1/Smtn/Sri/Tpm1";16
"NM";"NM";"GO:1904888";"cranial skeletal system development";"8/548";"72/23328";0.000281796190804927;0.0034431737233818;0.00234375330064561;"Chst11/Mmp14/Ndst1/Rdh10/Runx2/Sh3pxd2b/Smad3/Tgfbr2";8
"NM";"NM";"GO:0040013";"negative regulation of locomotion";"19/548";"326/23328";0.000284502049757974;0.00346699040423148;0.00235996521117827;"Abhd2/Akt1/Cnn2/Coro1b/Cyp1b1/Dusp10/Hnf4a/Jag1/Nfe2l2/Nisch/Nrg1/Pdgfb/Phldb2/Ptprm/Sema3e/Serpine1/Slc9a3r1/Thbs1/Tpm1";19
"NM";"NM";"GO:0032963";"collagen metabolic process";"10/548";"111/23328";0.000290961591726311;0.00349098267643057;0.00237629664597482;"Ctsl/F2r/Itga2/Mmp14/Pdgfb/Prkcd/Serpine1/Serpinh1/Smpd3/Tns2";10
"NM";"NM";"GO:0071322";"cellular response to carbohydrate stimulus";"12/548";"155/23328";0.000310257897263951;0.0036817418210801;0.00250614556177729;"Ano1/Arrb1/Bad/Camk2n1/Efna5/Gpr39/Igf1r/Lrp5/Pax2/Prkca/Ptprn/Sri";12
"NM";"NM";"GO:0001558";"regulation of cell growth";"23/548";"438/23328";0.000310963353286338;0.0036817418210801;0.00250614556177729;"Akt1/Cd44/Cd81/Cdkn1a/Cttn/Dnm2/Efna5/Egfr/Hbegf/Hnf4a/Igfbp7/Map1b/Mmp14/Ngf/Nrg1/Osgin1/Ppp1r9b/Ptprs/Sema3e/Sh3bp4/Sh3glb1/Smad3/Smurf1";23
"NM";"NM";"GO:0035773";"insulin secretion involved in cellular response to glucose stimulus";"9/548";"92/23328";0.000314349673843455;0.00371224279781111;0.00252690744329397;"Ano1/Arrb1/Bad/Camk2n1/Efna5/Gpr39/Lrp5/Ptprn/Sri";9
"NM";"NM";"GO:0003007";"heart morphogenesis";"17/548";"277/23328";0.000324189422591964;0.00378289217946925;0.00257499816852383;"Ankrd1/Dsp/Ephb4/Fhl2/Flna/Hes1/Jag1/Ncor2/Nfatc1/Rbp4/Rxra/Smad3/Tgfbr2/Thbs1/Tpm1/Zfpm2/Zmiz1";17
"NM";"NM";"GO:0060326";"cell chemotaxis";"18/548";"303/23328";0.000324460197846227;0.00378289217946925;0.00257499816852383;"Abcc1/Adam8/App/Bcar1/Coro1b/Csf1/Elmo2/Epha2/Hbegf/Il17ra/Lgals3/Mcu/Pdgfb/Prkca/Prkcd/Rhog/Serpine1/Thbs1";18
"NM";"NM";"GO:0032102";"negative regulation of response to external stimulus";"21/548";"384/23328";0.000328678854787818;0.00382235155491823;0.00260185799288353;"Anxa2/Anxa5/Bace1/Cd24a/Cd44/Coro1b/Dusp10/Dvl1/Epha4/Ets1/Gstp1/Metrnl/Pdgfb/Phldb2/Prkcd/Ptprs/Sema3e/Serpine1/Smad3/Thbs1/Ttll12";21
"NM";"NM";"GO:0001771";"immunological synapse formation";"4/548";"15/23328";0.000334548812187618;0.00385151421468258;0.00262170888789186;"Cd81/Git1/Lgals3/Msn";4
"NM";"NM";"GO:0060537";"muscle tissue development";"24/548";"470/23328";0.000348482655173823;0.00398678226275108;0.0027137852568475;"Ankrd1/Camk2d/Casp8/Cav2/Csrp1/Dsp/Fhl2/Flnb/Hdac7/Lmna/Mef2d/Myc/Ncam1/Nrg1/Rbp4/Rxra/Selenon/Smad3/Sorbs2/Tgfbr2/Tpm1/Usp19/Vamp5/Zfpm2";24
"NM";"NM";"GO:0062013";"positive regulation of small molecule metabolic process";"12/548";"157/23328";0.000348908705229853;0.00398678226275108;0.0027137852568475;"Acsl5/Akt1/App/Bcl2l1/Comt/Hnf4a/Irs2/Myc/Pdgfb/Ptgs2/Rdh10/Src";12
"NM";"NM";"GO:0050900";"leukocyte migration";"20/548";"360/23328";0.000369960553819901;0.00419593875644255;0.00285615716771331;"Adam8/Akt1/App/Cadm1/Cd24a/Cd81/Csf1/Il17ra/Itga2/Lgals3/Mcu/Mmp14/Msn/Pdgfb/Prkca/Rhog/Serpine1/Smpd3/Spns2/Thbs1";20
"NM";"NM";"GO:0099504";"synaptic vesicle cycle";"15/548";"231/23328";0.000397266123693325;0.00446599103919637;0.00303998057596978;"Actb/Bace1/Bcl2l1/Cd24a/Cdh2/Dnm2/Dvl1/Gipc1/Git1/Napa/Ncs1/Prkca/Syde1/Syn3/Wnt7a";15
"NM";"NM";"GO:0031345";"negative regulation of cell projection organization";"14/548";"207/23328";0.000408973457574255;0.00453850298110872;0.00308933913782194;"Adcy6/Asap1/Coro1b/Dleu2/Dnm2/Epha4/Flna/Hes1/Itga3/Lgals1/Prkcd/Ptprf/Ptprs/Sema3e";14
"NM";"NM";"GO:0097284";"hepatocyte apoptotic process";"4/548";"16/23328";0.000437812824013384;0.00475369279533016;0.00323581790359605;"Bcl2l1/Casp8/Igf1r/Krt18";4
"NM";"NM";"GO:0002011";"morphogenesis of an epithelial sheet";"7/548";"59/23328";0.000450357112075359;0.00486683086681438;0.00331283049423855;"Cd44/Dvl1/Flna/Hbegf/Jag1/Phldb2/Wnt7a";7
"NM";"NM";"GO:2000027";"regulation of animal organ morphogenesis";"14/548";"210/23328";0.000472455488159242;0.00506471142474131;0.00344752692492557;"Csf1/Dvl1/Hes1/Hmga2/Hnf1b/Jag1/Lif/Myc/Pax2/Runx2/Rxra/Tgfbr2/Wnt7a/Wnt7b";14
"NM";"NM";"GO:0042176";"regulation of protein catabolic process";"21/548";"395/23328";0.000476480425389153;0.00506471142474131;0.00344752692492557;"Adam8/Akt1/Anxa2/App/Cd81/Clu/Dvl1/Egfr/Epha4/Ezr/Flna/Gipc1/Mgat3/Msn/Nrg1/Pttg1ip/Rhbdf1/Rnf217/Smad3/Smurf1/Usp19";21
"NM";"NM";"GO:0008544";"epidermis development";"18/548";"313/23328";0.000477510985484122;0.00506471142474131;0.00344752692492557;"Akt1/Casp3/Ctsl/Dsp/Egfr/Epha2/Flnb/Fosl2/Hes1/Igf1r/Jag1/Lama5/Lncpint/Ppl/Ptgs2/Runx1/Slc9a3r1/Sprr1a";18
"NM";"NM";"GO:0031331";"positive regulation of cellular catabolic process";"21/548";"396/23328";0.000492417815633095;0.00518680099133527;0.00353063275915514;"Acsl5/Adam8/Akt1/App/Cd81/Clu/Dvl1/Ezr/Git1/Irs2/Mex3d/Msn/Myc/Pip4k2a/Prkcd/Pttg1ip/Rnf217/Sh3bp4/Sh3glb1/Smurf1/Trim65";21
"NM";"NM";"GO:0010821";"regulation of mitochondrion organization";"11/548";"142/23328";0.000543597205676422;0.00560982521713821;0.00381858350028269;"Akt1/Bad/Cttn/Inf2/Lmna/Mcu/Plaur/Pmaip1/Sh3glb1/Smurf1/Tspo";11
"NM";"NM";"GO:0070661";"leukocyte proliferation";"19/548";"344/23328";0.000551676698246949;0.00568041040756746;0.00386663053082368;"Casp3/Cd24a/Cd44/Cd81/Cdkn1a/Clu/Csf1/Gstp1/Hes1/Hprt/Irs2/Lgals3/Msn/Plcl2/Prkcd/Sdc4/Shb/Tgfbr2/Zbtb7b";19
"NM";"NM";"GO:0019048";"modulation by virus of host process";"4/548";"17/23328";0.000561941171051503;0.00576021128804919;0.00392095064129425;"Bad/Bcl2l1/Myc/Rxra";4
"NM";"NM";"GO:0030865";"cortical cytoskeleton organization";"7/548";"62/23328";0.000611144742735666;0.00614639086666672;0.00418382139216005;"Actn1/Ehd2/Epb41l1/Ezr/Rhoc/Rhog/Rnd3";7
"NM";"NM";"GO:0071333";"cellular response to glucose stimulus";"11/548";"144/23328";0.00061147166754941;0.00614639086666672;0.00418382139216005;"Ano1/Arrb1/Bad/Camk2n1/Efna5/Gpr39/Igf1r/Lrp5/Pax2/Ptprn/Sri";11
"NM";"NM";"GO:0050918";"positive chemotaxis";"6/548";"45/23328";0.000611687960541253;0.00614639086666672;0.00418382139216005;"Cdh13/Itga2/Lgals3/Prkca/Smad3/Wnt7b";6
"NM";"NM";"GO:0051258";"protein polymerization";"17/548";"293/23328";0.000614635705396998;0.00616249628474626;0.00419478427983716;"Arhgap40/Arpc1b/Arpin/Cdc42ep1/Cdc42ep2/Coro1b/Cttn/Dnm2/Iqgap2/Kirrel/Map1b/Mapre3/Myo1c/Prkcd/Tpm1/Vasp/Vill";17
"NM";"NM";"GO:0050868";"negative regulation of T cell activation";"10/548";"122/23328";0.000618886842068463;0.00616465110947325;0.00419625105960836;"Casp3/Cd24a/Cd44/Il4ra/Lgals3/Pag1/Runx1/Sdc4/Tigit/Zbtb7b";10
"NM";"NM";"GO:0002683";"negative regulation of immune system process";"23/548";"462/23328";0.000650758762049804;0.00645406200803507;0.00439325179301337;"Akt1/Axl/Casp3/Cd24a/Cd44/Dusp10/Ezr/Hes1/Il4ra/Lgals3/Meis2/Myc/Nfe2l2/Pag1/Plcl2/Runx1/Sdc4/Thbs1/Tigit/Tmem176a/Tmem176b/Ttll12/Zbtb7b";23
"NM";"NM";"GO:0002685";"regulation of leukocyte migration";"14/548";"217/23328";0.000653948564869003;0.0064716896851615;0.00440525087576869;"Adam8/Akt1/App/Cd81/Csf1/Itga2/Lgals3/Mcu/Mmp14/Msn/Rhog/Serpine1/Smpd3/Thbs1";14
"NM";"NM";"GO:0150116";"regulation of cell-substrate junction organization";"7/548";"63/23328";0.000673832580891469;0.00662553838121182;0.00450997501057471;"Efna5/Mmp14/Phldb2/S100a10/Sdc4/Smad3/Src";7
"NM";"NM";"GO:0045861";"negative regulation of proteolysis";"19/548";"350/23328";0.000679471519284239;0.00666667773310574;0.00453797838755595;"Akt1/App/Arrb1/Camk2n1/Cd44/Epha4/Gipc1/Ngf/Pax2/Plat/Plaur/Ptgs2/Serpinb6b/Serpine1/Serpinh1/Src/Thbs1/Usp19/Wfdc2";19
"NM";"NM";"GO:0010769";"regulation of cell morphogenesis involved in differentiation";"19/548";"351/23328";0.000703078644697209;0.00686888347548531;0.00467561895239105;"Bcar1/Cdh2/Cttn/Dnm2/Efna5/Epha4/Flna/Map1b/Ngf/Nrg1/Plxna1/Plxnb2/Ptprf/Ptprs/S100a10/Sema3e/Sh3glb1/Wnt7a/Zswim4";19
"NM";"NM";"GO:0044319";"wound healing, spreading of cells";"5/548";"31/23328";0.000719909498736682;0.00697383789262469;0.00474706096529829;"Cd44/Flna/Hbegf/Phldb2/Wnt7a";5
"NM";"NM";"GO:0003012";"muscle system process";"21/548";"408/23328";0.000723028722467195;0.00698157348202471;0.00475232654718445;"Cald1/Camk2d/Cttn/Dsp/F2r/Flna/Gpd1l/Itga2/Lmna/Map2k3/Nfatc1/Npnt/Prkca/Ptgs2/Selenon/Smad3/Smpd3/Smtn/Sorbs2/Sri/Tpm1";21
"NM";"NM";"GO:2000300";"regulation of synaptic vesicle exocytosis";"9/548";"103/23328";0.000723755435172793;0.00698157348202471;0.00475232654718445;"Bace1/Bcl2l1/Dvl1/Gipc1/Git1/Napa/Ncs1/Prkca/Wnt7a";9
"NM";"NM";"GO:2000241";"regulation of reproductive process";"13/548";"195/23328";0.000744051731135399;0.00713231178255732;0.00485493344935958;"Anxa5/Bnc1/Igf1r/Lfng/Lif/Plat/Runx1/Rxra/Shb/Src/Syde1/Tpst2/Zfpm2";13
"NM";"NM";"GO:0030048";"actin filament-based movement";"10/548";"126/23328";0.000796155338467216;0.00752161600176656;0.00511993112941587;"Camk2d/Dsp/Flna/Gpd1l/Myh9/Myo1c/Myo1e/Myo5c/Sri/Tpm1";10
"NM";"NM";"GO:0034308";"primary alcohol metabolic process";"7/548";"65/23328";0.000814447661663261;0.00766283200357508;0.00521605624447907;"Akr1b8/Aldh1a1/Cyp1b1/Gdpd1/H6pd/Rbp4/Rdh10";7
"NM";"NM";"GO:0048511";"rhythmic process";"17/548";"301/23328";0.000829284862195143;0.00777836498344756;0.0052946990387914;"Arrb1/Axl/Bhlhe40/Egfr/Ereg/Fbxl22/Hnf1b/Hnf4a/Igf1r/Kmt2a/Ngf/Nr2f6/Ptprn/Rai1/Runx1/Src/Zfhx3";17
"NM";"NM";"GO:0099560";"synaptic membrane adhesion";"5/548";"32/23328";0.000836912688092458;0.00777836498344756;0.0052946990387914;"Cadm1/Efna5/Gpc6/Ptprf/Ptprs";5
"NM";"NM";"GO:0002031";"G protein-coupled receptor internalization";"4/548";"19/23328";0.000881680127033888;0.00809590850114084;0.00551084952304907;"App/Arrb1/Dnm2/Necab2";4
"NM";"NM";"GO:2000641";"regulation of early endosome to late endosome transport";"4/548";"19/23328";0.000881680127033888;0.00809590850114084;0.00551084952304907;"Ezr/Msn/Sh3glb1/Src";4
"NM";"NM";"GO:0051090";"regulation of DNA-binding transcription factor activity";"21/548";"415/23328";0.000896693988867677;0.00820090191016307;0.00558231807756052;"Adam8/Akt1/Anxa3/App/Arid5b/Arrb1/Bhlhe40/Clu/Cyp1b1/Flna/Fosl1/Glis2/Hes1/Hmga2/Hnf4a/Igf1r/Lrp5/Lrrfip1/Ngf/Ror1/Sri";21
"NM";"NM";"GO:0051588";"regulation of neurotransmitter transport";"11/548";"151/23328";0.00090710584953369;0.00827959960669994;0.00563588725554272;"Arl6ip5/Bace1/Bcl2l1/Dvl1/Gipc1/Git1/Napa/Ncs1/Ngf/Prkca/Wnt7a";11
"NM";"NM";"GO:0070997";"neuron death";"21/548";"416/23328";0.000924224601142273;0.00841907976627017;0.00573083079038308;"Abcc1/Adam8/App/Arrb1/Axl/Bace1/Bad/Bcl2l1/Capn2/Casp3/Casp8/Clu/Csf1/F2r/Hdac7/Nes/Ngf/Pmaip1/Ptprf/Rras2/Unc5b";21
"NM";"NM";"GO:0001654";"eye development";"21/548";"418/23328";0.000981477049710423;0.00871536403444411;0.00593251019643407;"Aldh1a1/Cyp1b1/Egfr/Epha2/Gnb1/Jag1/Lif/Lrp5/Meis2/Pax2/Pdgfb/Ptprm/Rbp4/Rdh10/Rxra/Sh3pxd2b/Sipa1l3/Smad3/Tgfbr2/Tsku/Zhx2";21
"NM";"NM";"GO:0032409";"regulation of transporter activity";"16/548";"280/23328";0.00103219308029022;0.00914798586825878;0.00622699398737641;"Actb/Ahnak/App/Camk2d/Cttnbp2nl/Dnm2/Gpd1l/Ifngr1/Kmt2a/Mink1/Prkca/Prkcd/S100a1/Selenon/Slc9a3r1/Sri";16
"NM";"NM";"GO:0046324";"regulation of glucose import";"7/548";"68/23328";0.00106773553127953;0.00940550622382567;0.00640228696758378;"Akt1/Irs2/Myc/Nfe2l2/Pea15a/Prkca/Prkcd";7
"NM";"NM";"GO:0001946";"lymphangiogenesis";"4/548";"20/23328";0.00108177690527196;0.00940550622382567;0.00640228696758378;"Ccbe1/Epha2/Nfatc1/Ptpn14";4
"NM";"NM";"GO:0045913";"positive regulation of carbohydrate metabolic process";"8/548";"88/23328";0.00109176455871211;0.00945645596978998;0.00643696823691969;"Akt1/App/Bad/Hnf4a/Irs2/Myc/Pdgfb/Src";8
"NM";"NM";"GO:1905606";"regulation of presynapse assembly";"5/548";"34/23328";0.00111266473454365;0.00954724684209549;0.00649876918677869;"App/Farp1/Gpc6/Ptprs/Wnt7a";5
"NM";"NM";"GO:0001505";"regulation of neurotransmitter levels";"15/548";"257/23328";0.00118680484731493;0.0100330992811753;0.00682948681801152;"Arl6ip5/Bace1/Bcl2l1/Comt/Dagla/Dvl1/Gipc1/Git1/Napa/Ncs1/Ngf/Prkca/Syde1/Syn3/Wnt7a";15
"NM";"NM";"GO:0043954";"cellular component maintenance";"7/548";"70/23328";0.00126833117407465;0.0105504848901582;0.00718166894014077;"App/Cadm1/Cttn/F2r/Igf1r/Itga3/Kifc3";7
"NM";"NM";"GO:1903429";"regulation of cell maturation";"5/548";"35/23328";0.00127333438329495;0.0105504848901582;0.00718166894014077;"Bnc1/Dleu2/Ngf/Runx1/Shb";5
"NM";"NM";"GO:0010959";"regulation of metal ion transport";"21/548";"427/23328";0.0012784708931963;0.0105548714101359;0.00718465482511262;"Ahnak/Akt1/Camk2d/Dnm2/F2r/Flna/Gnai2/Gpd1l/Gpr39/Hes1/Lgals3/Ngf/Nkain1/Pdgfb/Ptgs2/S100a1/Selenon/Serpine1/Slc9a3r1/Sri/Tspo";21
"NM";"NM";"GO:0051250";"negative regulation of lymphocyte activation";"11/548";"158/23328";0.00131225459164296;0.01079488427093;0.0073480305301674;"Axl/Casp3/Cd24a/Cd44/Il4ra/Lgals3/Pag1/Runx1/Sdc4/Tigit/Zbtb7b";11
"NM";"NM";"GO:0042632";"cholesterol homeostasis";"8/548";"91/23328";0.00135805397525543;0.0110529862051621;0.00752371938842965;"Ampd2/Apob/Cd24a/Gpr39/Gramd1b/Hnf4a/Ldlrap1/Lrp5";8
"NM";"NM";"GO:0010692";"regulation of alkaline phosphatase activity";"3/548";"10/23328";0.00136775276698536;0.0110529862051621;0.00752371938842965;"Itga2/Npnt/Smad3";3
"NM";"NM";"GO:2000192";"negative regulation of fatty acid transport";"3/548";"10/23328";0.00136775276698536;0.0110529862051621;0.00752371938842965;"Akt1/Irs2/Thbs1";3
"NM";"NM";"GO:0045055";"regulated exocytosis";"15/548";"261/23328";0.00138328204557807;0.0111587998817583;0.00759574629549264;"Anxa3/Bace1/Bcl2l1/Dvl1/Gab2/Gipc1/Git1/Gnai2/Il4ra/Myh9/Napa/Ncs1/Prkca/Syde1/Wnt7a";15
"NM";"NM";"GO:0009314";"response to radiation";"20/548";"401/23328";0.00139908128448922;0.0112466499044379;0.00765554542186806;"Agap3/Akt1/App/Arrb1/Bcl2l1/Bhlhe40/Casp3/Ccnd1/Ccnd2/Cdkn1a/Egfr/Fbxl22/Gnb1/Kmt2a/Meis2/Myc/Nr2f6/Pmaip1/Rbp4/Tnks1bp1";20
"NM";"NM";"GO:0048679";"regulation of axon regeneration";"5/548";"36/23328";0.00145050682443846;0.0115586474253514;0.00786792077036369;"Epha4/Flna/Igf1r/Ptprf/Ptprs";5
"NM";"NM";"GO:0071604";"transforming growth factor beta production";"5/548";"36/23328";0.00145050682443846;0.0115586474253514;0.00786792077036369;"Cd24a/Ltbp3/Ptgs2/Smad3/Thbs1";5
